,주소,토지이용상황,공시지가
932560,충청남도 부여군 양화면 벽용리 281-2,답,21700
787795,충청남도 금산군 금성면 두곡리 189-1,전,12200
172768,충청남도 공주시 정안면 인풍리 141-1,전,27200
46356,충청남도 천안시 동남구 병천면 병천리 63-1,답,82600
502113,충청남도 서산시 운산면 거성리 123-5,답,13400
1251362,충청남도 예산군 신양면 만사리 174-2,답,17400
122845,충청남도 공주시 이인면 신흥리 176-13,답,18100
1114336,충청남도 홍성군 홍성읍 대교리 180-14,전,104900
264103,충청남도 보령시 청라면 음현리 212-1,전,9290
152878,충청남도 공주시 반포면 공암리 269-1,답,75200
147224,충청남도 공주시 계룡면 양화리 20,전,23300
302660,충청남도 아산시 용화동 181-1,답,149700
95669,충청남도 천안시 서북구 입장면 가산리 35-2,전,33500
489657,충청남도 서산시 음암면 유계리 443,전,18200
1132827,충청남도 홍성군 홍북읍 봉신리 40-2,전,49500
168006,충청남도 공주시 정안면 석송리 49-1,답,19600
299850,충청남도 아산시 법곡동 244-35,과수원,104900
427556,충청남도 서산시 인지면 둔당리 258-1,전,119400
95330,충청남도 천안시 서북구 입장면 연곡리 251-3,전,46200
1283159,충청남도 예산군 덕산면 내라리 219,답,26300
260638,충청남도 보령시 청라면 옥계리 797-1,전,12800
186506,충청남도 공주시 우성면 봉현리 511-2,전,20500
442328,충청남도 서산시 부석면 갈마리 491-1,전,17300
210130,충청남도 보령시 내항동 297-19,답,58300
879990,충청남도 부여군 규암면 합송리 157-7,답,15900
104990,충청남도 공주시 신관동 510-18,답,87700
279823,충청남도 보령시 주산면 증산리 538,전,23000
1361340,충청남도 태안군 안면읍 신야리 670-5,전,15500
570036,충청남도 논산시 노성면 병사리 415-13,답,17700
484726,충청남도 서산시 음암면 문양리 497,답,11900
914730,충청남도 부여군 옥산면 봉산리 765-4,답,14300
205436,충청남도 보령시 대천동 1031,답,13900
483350,충청남도 서산시 음암면 탑곡리 700,전,23200
1296416,충청남도 예산군 고덕면 호음리 395-1,답,14300
697264,충청남도 당진시 석문면 삼화리 627-1,답,24800
461458,충청남도 서산시 팔봉면 진장리 720-1,답,12400
1424038,충청남도 아산시 음봉면 신휴리 372-13,전,60100
256727,충청남도 보령시 청라면 소양리 519-4,답,12900
741246,충청남도 당진시 순성면 아찬리 34-10,답,18400
586160,충청남도 논산시 부적면 외성리 420-7,답,19800
263840,충청남도 보령시 청라면 신산리 479-1,전,11500
483278,충청남도 서산시 음암면 탑곡리 603-1,답,13500
646637,충청남도 당진시 시곡동 874-1,전,93900
1217007,충청남도 예산군 예산읍 간양리 438-1,답,29000
1008851,충청남도 서천군 한산면 나교리 5-3,답,13900
798087,충청남도 금산군 제원면 동곡리 302,과수원,18200
769760,충청남도 당진시 송산면 당산리 666-69,답,23700
672329,충청남도 당진시 송악읍 도원리 55-31,답,22700
613091,충청남도 논산시 양촌면 산직리 110,전,8950
206195,충청남도 보령시 죽정동 273-9,답,26400
216846,충청남도 보령시 웅천읍 수부리 790-1,전,15700
1129423,충청남도 홍성군 광천읍 대평리 124-1,전,13700
1398722,충청남도 태안군 소원면 파도리 552,답,20100
961396,충청남도 부여군 석성면 정각리 115,전,14900
370798,충청남도 아산시 인주면 관암리 137-1,전,46300
148229,충청남도 공주시 계룡면 경천리 202,전,18900
1133488,충청남도 홍성군 홍북읍 봉신리 292-1,전,80500
210607,충청남도 보령시 내항동 802-19,전,39600
1098932,충청남도 청양군 남양면 용두리 260-4,답,15000
1054728,충청남도 청양군 청양읍 청수리 525,전,10800
124876,충청남도 공주시 이인면 발양리 830-2,답,17500
565474,충청남도 논산시 광석면 율리 209-5,전,18100
438682,충청남도 서산시 부석면 강수리 288,전,21000
521240,충청남도 서산시 고북면 남정리 1255,답,12500
1273344,충청남도 예산군 응봉면 운곡리 152-1,과수원,20700
854536,충청남도 금산군 복수면 지량리 416,과수원,8760
164196,충청남도 공주시 의당면 도신리 557-3,답,23500
1318655,충청남도 예산군 오가면 월곡리 15,과수원,26800
1311900,충청남도 예산군 신암면 조곡리 224-1,전,18800
477222,충청남도 서산시 성연면 명천리 30-17,전,54900
92649,충청남도 천안시 서북구 입장면 신덕리 58-2,과수원,58600
880497,충청남도 부여군 규암면 합송리 960-5,전,46800
193850,충청남도 공주시 사곡면 운암리 629-3,전,11500
946582,충청남도 부여군 장암면 석동리 377-3,답,18100
802566,충청남도 금산군 제원면 용화리 669-1,전,23900
542083,충청남도 논산시 연무읍 안심리 621-3,답,54600
1425447,충청남도 서산시 지곡면 산성리 1427-1,답,13200
805564,충청남도 금산군 부리면 선원리 901-8,답,16200
1353169,충청남도 태안군 안면읍 창기리 414-18,전,22000
602455,충청남도 논산시 연산면 신양리 105-3,전,32500
448973,충청남도 서산시 부석면 칠전리 397,전,15300
240151,충청남도 보령시 천북면 사호리 683-2,전,13700
806418,충청남도 금산군 부리면 관천리 487,답,15900
217168,충청남도 보령시 웅천읍 성동리 273-1,전,20000
659563,충청남도 당진시 합덕읍 도리 124,답,23400
150103,충청남도 공주시 계룡면 상성리 22-2,답,22100
401414,충청남도 서산시 온석동 419-1,과수원,135100
1432508,충청남도 태안군 이원면 당산리 70-6,답,23900
1057731,충청남도 청양군 운곡면 후덕리 250-12,답,16100
567301,충청남도 논산시 노성면 송당리 46-9,답,16300
1005443,충청남도 서천군 기산면 황사리 64-3,전,12100
1247873,충청남도 예산군 신양면 연리 180-1,전,18700
182867,충청남도 공주시 우성면 목천리 1039-2,답,36300
1226047,충청남도 예산군 삽교읍 상하리 279-11,전,19300
259987,충청남도 보령시 청라면 장산리 778-2,전,5100
447210,충청남도 서산시 부석면 지산리 546-5,답,12900
275225,충청남도 보령시 남포면 월전리 325-13,답,16600
560411,충청남도 논산시 광석면 이사리 190-11,답,21000
124936,충청남도 공주시 이인면 발양리 837-1,답,18200
526839,충청남도 논산시 부창동 536-2,답,24000
372929,충청남도 아산시 선장면 군덕리 396-27,전,31900
236298,충청남도 보령시 천북면 하만리 279-15,전,17400
568050,충청남도 논산시 노성면 하도리 18,전,22400
722045,충청남도 당진시 정미면 산성리 441,답,32100
1278278,충청남도 예산군 덕산면 사동리 91-1,답,86500
302404,충청남도 아산시 풍기동 400-15,전,156000
703232,충청남도 당진시 석문면 교로리 364,답,19700
873377,충청남도 부여군 부여읍 현북리 1269-4,답,16900
309755,충청남도 아산시 염치읍 방현리 47-1,전,52200
1201381,충청남도 홍성군 갈산면 취생리 162-6,답,37100
944721,충청남도 부여군 장암면 장하리 818-3,답,13500
533602,충청남도 논산시 연무읍 동산리 473,전,20300
565523,충청남도 논산시 광석면 율리 278,과수원,17000
561298,충청남도 논산시 광석면 천동리 13-1,답,22600
1264211,충청남도 예산군 광시면 대리 218-2,답,10300
531333,충청남도 논산시 강경읍 채운리 118-6,답,16300
641256,충청남도 계룡시 엄사면 도곡리 302-1,전,49300
1134893,충청남도 홍성군 홍북읍 내덕리 657-9,답,39000
321228,충청남도 아산시 송악면 역촌리 506-85,전,78500
1108533,충청남도 청양군 비봉면 신원리 76,전,13300
220084,충청남도 보령시 웅천읍 관당리 554-7,전,31500
884503,충청남도 부여군 은산면 오번리 842-1,답,10500
808434,충청남도 금산군 부리면 평촌리 548-3,답,24100
726983,충청남도 당진시 면천면 성상리 255-5,답,27400
443463,충청남도 서산시 부석면 취평리 308-13,답,46900
1394255,충청남도 태안군 소원면 소근리 244-42,전,15000
946906,충청남도 부여군 장암면 석동리 773-3,답,16000
593452,충청남도 논산시 연산면 신암리 36-2,전,38700
131006,충청남도 공주시 탄천면 삼각리 429-1,전,18500
1103145,충청남도 청양군 화성면 농암리 605-1,전,4580
1313353,충청남도 예산군 신암면 오산리 24-5,답,16400
1385682,충청남도 태안군 근흥면 용신리 493-8,답,14900
1183574,충청남도 홍성군 결성면 교항리 670,전,16100
302718,충청남도 아산시 용화동 206-6,전,53900
1040005,충청남도 서천군 비인면 칠지리 364-8,전,18600
166785,충청남도 공주시 정안면 평정리 299,답,21000
1379797,충청남도 태안군 남면 신온리 652-63,답,15900
306569,충청남도 아산시 염치읍 서원리 14-8,답,101800
320591,충청남도 아산시 배방읍 구령리 1367,답,97900
29830,충청남도 천안시 동남구 북면 매송리 15,전,22100
689587,충청남도 당진시 고대면 당진포리 546,답,17700
65871,충청남도 천안시 서북구 성환읍 율금리 772-10,과수원,114500
93058,충청남도 천안시 서북구 입장면 신덕리 220-11,과수원,51300
366282,충청남도 아산시 인주면 문방리 173-5,답,49800
503793,충청남도 서산시 해미면 대곡리 813-2,답,32500
72811,충청남도 천안시 서북구 성환읍 수향리 452-4,답,40200
111538,충청남도 공주시 유구읍 유구리 254-1,답,34600
879150,충청남도 부여군 규암면 내리 765-5,답,17700
826650,충청남도 금산군 남일면 덕천리 127,전,10900
1389545,충청남도 태안군 소원면 시목리 287,전,22900
474398,충청남도 서산시 성연면 고남리 505,전,20700
281820,충청남도 보령시 주산면 동오리 378-6,답,12500
242582,충청남도 보령시 천북면 궁포리 556,전,20700
142419,충청남도 공주시 계룡면 화은리 748,답,19400
1002370,충청남도 서천군 기산면 두북리 278-6,답,15500
372671,충청남도 아산시 선장면 군덕리 264,전,31400
1193363,충청남도 홍성군 서부면 판교리 1057-6,답,13000
8859,충청남도 천안시 동남구 목천읍 송전리 366-3,답,36600
1261609,충청남도 예산군 광시면 장신리 1233,답,16300
493860,충청남도 서산시 운산면 와우리 251-1,답,13400
229315,충청남도 보령시 오천면 영보리 109-7,전,18400
175577,충청남도 공주시 정안면 문천리 145-4,답,26100
1251841,충청남도 예산군 신양면 여래미리 29,전,14500
279785,충청남도 보령시 주산면 증산리 498-4,답,13100
588915,충청남도 논산시 부적면 신교리 647-39,전,28800
113965,충청남도 공주시 유구읍 신달리 271,전,32700
1362578,충청남도 태안군 고남면 장곡리 69,전,19100
502691,충청남도 서산시 운산면 거성리 496-1,답,14500
476366,충청남도 서산시 성연면 평리 261,답,103000
589289,충청남도 논산시 부적면 신교리 711-1,답,19700
960924,충청남도 부여군 석성면 증산리 1320-188,답,12900
264099,충청남도 보령시 청라면 음현리 206,전,9290
65529,충청남도 천안시 서북구 성환읍 율금리 537-2,과수원,108200
115466,충청남도 공주시 유구읍 명곡리 518-3,답,21700
117145,충청남도 공주시 유구읍 추계리 175-3,답,21000
50072,충청남도 천안시 동남구 병천면 관성리 774,답,29200
1319266,충청남도 예산군 오가면 좌방리 2-63,과수원,24000
345670,충청남도 아산시 둔포면 신남리 1218,답,29300
739908,충청남도 당진시 순성면 본리 563-7,전,30500
868961,충청남도 부여군 부여읍 중정리 210-2,답,21500
1008022,충청남도 서천군 한산면 축동리 347,전,11500
63932,충청남도 천안시 서북구 성환읍 매주리 134-2,답,61100
420465,충청남도 서산시 대산읍 화곡리 558-2,전,50000
1331132,충청남도 태안군 태안읍 송암리 1534,답,47800
1096297,충청남도 청양군 남양면 흥산리 187,전,14000
802124,충청남도 금산군 제원면 용화리 242,답,18700
671642,충청남도 당진시 송악읍 전대리 654-5,전,58600
337050,충청남도 아산시 음봉면 의식리 115,과수원,41200
477,충청남도 천안시 동남구 구성동 162-17,답,196800
50922,충청남도 천안시 동남구 병천면 봉항리 425-12,답,26100
312972,충청남도 아산시 배방읍 수철리 182-6,전,34900
382283,충청남도 아산시 도고면 효자리 1-25,전,19000
405804,충청남도 서산시 석남동 153,전,189400
54883,충청남도 천안시 동남구 동면 동산리 73-4,답,24800
901352,충청남도 부여군 내산면 묘원리 227-7,답,13900
1371538,충청남도 태안군 남면 신장리 76-8,전,24900
217738,충청남도 보령시 웅천읍 성동리 1277-4,답,14400
458936,충청남도 서산시 팔봉면 덕송리 913-5,답,18600
366004,충청남도 아산시 인주면 문방리 79-23,전,133800
462560,충청남도 서산시 지곡면 화천리 599-1,답,31800
734049,충청남도 당진시 면천면 죽동리 547-4,답,14500
982551,충청남도 서천군 마서면 계동리 428-3,답,17400
868482,충청남도 부여군 부여읍 가탑리 189-16,전,37100
152372,충청남도 공주시 계룡면 유평리 561,전,26600
717916,충청남도 당진시 대호지면 출포리 330,전,13800
634742,충청남도 논산시 채운면 심암리 67-5,전,17400
1204828,충청남도 홍성군 구항면 오봉리 510,답,21600
533254,충청남도 논산시 연무읍 동산리 219-4,답,21000
45605,충청남도 천안시 동남구 병천면 가전리 155-4,전,138200
292486,충청남도 보령시 주교면 송학리 493-4,답,26700
2547,충청남도 천안시 동남구 유량동 399-6,답,333900
